Name	Half-life (h)
Hat1	5.217767532
Haus2	4.45891932
Hbs1l	4.416728606
Hcfc1r1	5.984330545
Hdac2	5.778603256
Hddc2	7.767168258
Hdgf	6.637551462
Hdgfrp2	4.934835478
Heatr1	4.756964594
Heatr3	4.788752269
Hells	4.07775313
Hells	4.053481346
Helz	3.183002364
Herc4	2.819775423
Herpud1	0.809464667
Hes1	1.691154405
Hexa	4.212423953
Hexim1	1.983156219
Hgh1	1.346678763
Hgs	3.747063521
Hic2	2.731454601
Hif1a	3.142855165
Hif1an	2.196602949
Higd2a	12.24845528
Hilpda	2.323733332
Hint1	10.84164582
Hira	2.760924266
Hirip3	3.153780219
Hist1h1c	2.221804067
Hist1h2ao	2.198931846
Hist1h2ap	2.198931846
Hist1h2bc	3.12202221
Hist3h2a	2.582857292
Hltf	1.70963445
Hmces	4.790812348
Hmga1	6.498987666
Hmga1-rs1	6.498325199
Hmgb2	5.292803656
Hmgb3	3.915277386
Hmgcl	3.612177344
Hmgcs1	3.031320306
Hmgxb4	2.141682956
Hmox1	2.429230078
Hnrnpa1	8.595642009
Hnrnpa1	10.16567326
Hnrnpa3	8.025601419
Hnrnpa3	8.944258954
Hnrnpa3	4.311448914
Hnrnpf	3.471121554
Hnrnpf	3.997329125
Hnrnph1	4.62397344
Hnrnph2	4.369558938
Hnrnpl	8.057136856
Hnrnpul2	4.871626811
Hook1	5.637487305
Hook2	6.153835806
Hpcal1	2.193342629
Hpf1	6.23773117
Hprt	9.555752204
Hps4	2.185996063
Hs1bp3	1.870623823
Hs6st1	1.815544829
Hsbp1	4.471634975
Hsd17b14	6.244017074
Hsf1	3.954854152
Hsf2	2.938874119
Hspa5	3.827419322
Hspa8	3.564052909
Hspb1	7.543846119
Hspbap1	1.539585638
Hspe1	8.097319396
Hspg2	5.530127081
Htatsf1	6.258325562
Htra1	5.105183777
Huwe1	5.208937631
Huwe1	5.357519351
Hyal2	2.299083537
Hyou1	5.533624511
Hypk	11.03129531
Iars	5.522234045
Ice2	3.682405531
Icmt	4.892082291
Id1	1.544446932
Id3	1.721439462
Idi1	3.472993451
Ier3	2.358256014
Ier3ip1	4.255394466
Ier3ip1	3.784037649
Ifitm1	10.12518752
Ifrd2	5.161170855
Ift20	5.092406576
Ift46	4.139267111
Ift52	3.704552462
Ift88	4.373852229
Igbp1	5.0282973
Igdcc3	6.922959314
Igfbp2	9.6756913
Igsf8	5.09693292
Igsf9	2.555214044
Ik	5.024001626
Il17d	4.257506006
Il17rd	2.042128477
Il6st	2.510483991
Ilf2	7.390402479
Ilf2	5.565349771
Ilf3	3.796500009
Ilf3	3.492028974
Ilvbl	1.040423455
Immt	7.381596527
Imp3	2.531105715
Imp4	4.041823089
Imp4	3.934476751
Impa2	5.051198889
Impact	3.219600768
Impdh2	7.872493357
Ing1	3.3489678
Ing3	3.03194018
Ing5	2.094296924
Inpp5a	6.046885361
Inpp5b	3.767292874
Inpp5d	2.676695204
Inpp5k	5.394809654
Insig1	3.209009507
Ints11	5.093819482
Ints14	2.940681995
Ints5	2.548086588
Ints7	5.179058803
Ints9	5.231537641
Ip6k1	2.830953314
Ipmk	2.886836013
Ipo5	5.83837529
Ipo5	8.866406717
Ipo7	3.176839742
Ipo7	2.386254444
Ippk	1.799797961
Iqcb1	3.470775909
Iqgap3	2.904323479
Ireb2	3.622591804
Irf1	1.231085054
Irf2bp1	1.943105162
Irf3	1.79959696
Irf9	0.978312717
Irgq	2.972605521
Isca2	4.366134783
Iscu	6.315812363
Isg20l2	3.403297163
Isoc1	7.447256107
Isoc2a	5.80525145
Isyna1	6.012813026
Itga6	3.063865606
Itgb1	5.163158287
Itgb1	5.853318263
Itgb5	3.460553406
Itm2c	3.94225229
Itpa	4.668394273
Itpka	3.324504624
Itpr3	5.027991302
Ivns1abp	3.917316941
Iws1	3.034959
Jade1	1.965498316
Jade3	3.364573021
Jagn1	2.014549691
Jam2	4.981743976
Jam2	4.352063165
Jam2	2.458764435
Jam2	2.406684369
Jarid2	6.128594703
Jarid2	3.753531732
Jarid2	3.481219682
Jkamp	2.795686547
Jmjd1c	1.746508699
Jtb	2.883250406
Jund	3.012474999
Kat2b	2.869807356
Kat6a	2.712444159
Kat6b	1.77731626
Kat8	5.383141314
Katna1	3.907685695
Katnb1	6.333963668
Katnbl1	2.642215477
Katnbl1	2.758135407
Kbtbd6	1.384247004
Kbtbd7	1.558618752
Kbtbd8	2.151480506
Kctd2	3.578151016
Kctd20	3.271025308
Kctd20	2.538177717
Kctd9	2.69385748
Kdelr1	5.795430239
Kdelr2	4.668744748
Kdelr3	2.233341411
Kdm3b	2.823711601
Kdm5a	2.201060134
Kdm5b	3.153802414
Kdm5b	3.202604553
Kdm5c	3.75686922
Kdm5c	3.548605406
Kdm6a	3.12269156
Khdrbs3	4.093801546
Kif11	3.395298647
Kif11	2.415868864
Kif14	3.087980852
Kif15	3.941463467
Kif18a	1.818691763
Kif1c	3.719478725
Kif20a	4.024624284
Kif3b	1.863133617
Kif4	2.146856185
Kifc5b	2.377507197
Kin	2.020015124
Kit	3.917498265
Klc1	4.777892629
Klc1	2.199787107
Klf2	1.478419994
Klf3	2.174944527
Klf5	2.106233627
Klf5	2.256906434
Klf6	2.036331253
Klf8	3.343230949
Klf9	1.692307049
Klhdc10	4.424468144
Klhdc10	2.024157469
Klhdc2	4.160769229
Klhl12	3.228726617
Klhl21	2.028117803
Klhl22	3.692831757
Klhl7	3.770445707
Kmt5a	4.039539469
Kmt5c	4.2848311
Knl1	1.343118431
Knstrn	2.987890566
Kntc1	3.282221122
Kpna1	2.28234754
Kpna1	1.640900591
Krcc1	3.957622484
Krit1	3.454475774
Krr1	3.694116495
Krtcap2	7.443699733
Kti12	1.749818259
Ktn1	4.239556922
Kyat3	4.394197616
L1td1	3.942948668
L3mbtl2	3.595556123
Lamb1	7.25464917
Lamp1	7.025786225
Lamtor1	3.99038223
Lamtor3	4.617644242
Lamtor4	8.656022117
Lamtor5	5.817207856
Lancl2	4.962724707
Lap3	6.023396111
Lap3	7.124272552
Laptm4a	5.703929368
Laptm4b	3.6721903
Laptm5	6.856508088
Larp1	3.640810587
Larp4	2.928867182
Larp4b	2.461794081
Lasp1	4.273097811
Lbhd1	4.264305331
Lcmt1	7.832609843
Ldah	3.680413495
Ldha	9.771044569
Ldlr	1.689970834
Lefty1	1.488305469
Lefty2	3.574964116
Leo1	3.1230717
Leprot	3.781239423
Lgals3	6.913889471
Lgr4	4.944406565
Lias	3.988565786
Lifr	2.632184537
Lig1	6.75702659
Lims1	3.62141573
Lin7c	3.256811367
Lin9	2.519126761
Llgl1	4.806006881
Llgl2	4.439779512
Llph	4.493516009
Lmnb1	4.728187203
LOC109729085	2.993251546
Lpar6	2.336022157
Lpcat1	4.696457448
Lpcat3	5.798726011
Lrch4	2.071911446
Lrch4	2.749691352
Lrp10	2.517870155
Lrp11	2.915553095
Lrr1	3.846062979
Lrrc14	2.132334491
Lrrc40	3.77661219
Lrrc47	4.338667056
Lrrc58	2.482847918
Lrrc59	5.0142073
Lrrc59	6.120964281
Lrrc8a	2.868227688
Lrrc8d	2.568073682
Lrrfip2	4.78984371
Lsm1	2.366684246
Lsm10	2.930903153
Lsm14b	3.92292862
Lsm2	4.046083192
Lsm3	5.421337081
Lsm4	11.27022052
Lsm8	4.495339737
Lss	2.671415453
Lta4h	5.767233774
Luc7l	1.939419922
Luc7l	2.949582028
Luc7l	1.776651992
Luc7l2	2.987187849
Luc7l2	3.389186798
Luc7l2	2.513121135
Luzp1	1.780866005
Ly6e	5.403723432
Lyar	4.885540998
Lypla1	7.111611105
Lyrm9	4.505616115
Lzic	3.004964322
Lztr1	3.308419015
M6pr	3.847289629
M6pr	4.92448649
Mad2l1	3.81082055
Mad2l2	6.099158803
Maea	2.975224869
Maf1	4.12487235
Magoh	7.944419043
Maip1	3.783342885
Malsu1	2.88752495
Man2c1	3.64926626
Manba	4.05972948
Manbal	3.314494767
Maoa	7.414611085
Map1lc3a	14.41577637
Map1lc3b	3.912546379
Map1s	1.916528947
Map2k2	3.904375916
Map2k2	2.785265535
Map2k3	3.172375723
Map2k7	3.707313519
Map3k7	2.182036248
Map4	3.173135619
Map4	4.257600677
Map4k4	4.097619563
Map6	3.646651419
Map7	3.6987786
Map7d2	4.571403569
Map9	1.496275142
Mapk1	4.129870665
Mapk1	4.021847794
Mapk14	3.273878283
Mapk1ip1l	3.592514627
Mapk3	5.103650094
Mapre1	8.268566763
Mapre1	5.988958316
Mapre2	4.342787853
05.Mar	3.722584188
07.Mar	1.989245175
Marcksl1	6.681233121
Mark3	4.019168496
Mark3	3.049386157
Marveld1	2.884981237
Matr3	5.14539344
Mavs	1.758969447
Mcam	4.380100885
Mcl1	2.249312059
Mcl1	2.435656323
Mcl1	1.985006433
Mcm3ap	5.266174713
Mcm5	4.41343817
Mcts1	7.947037106
Mcts2	5.008438341
Mdc1	2.978162631
Mdh2	7.213098956
Mdn1	2.995255943
Mea1	5.801998374
Meaf6	5.010970761
Med10	5.171166795
Med12	5.217827945
Med13l	3.749383798
Med19	5.348123242
Med20	2.017213709
Med21	5.210239313
Med23	2.643508635
Med27	3.973761705
Med28	4.021720007
Med30	4.900777262
Med4	1.70181833
Med7	1.536746869
Med8	4.703962267
Med9	2.475011033
Mef2d	2.36997418
Meg3	4.082929967
Melk	4.646067187
Men1	2.677978744
Mesdc2	3.290197261
Mest	4.487817859
Mettl1	2.829204413
Mettl16	7.084433402
Mettl17	3.046310336
Mex3a	2.911383734
Mex3c	2.220754609
Mfap5	5.277092979
Mff	3.536847647
Mfsd1	3.922188962
Mfsd12	1.914882225
Mfsd3	2.875124407
Mfsd5	2.118990618
Mga	3.064049766
Mgat1	2.462144345
Mgat2	1.812296193
Mgat4b	5.786692973
Mgme1	1.882166949
Mgrn1	4.00881882
Mia2	3.086582172
Mid1ip1	1.895887166
Midn	2.921412749
Mief1	1.522710783
Mier1	1.354346403
Mink1	5.19522599
Minpp1	4.20409
Mir124a-1hg	2.685936
Mirg	2.646367345
Mis12	0.989313399
Mkl2	1.453614245
Mkln1	3.828035268
Mkrn2	3.305402573
Mks1	4.062988094
Mlf2	7.242900221
Mllt6	2.133801385
Mlx	3.252495593
Mmp14	2.805225302
Mms22l	1.68758874
Mnat1	5.781682354
Mns1	5.202797343
Mnt	1.820922706
Mob1a	2.151839315
Mob4	3.141748338
Mob4	2.198914118
Mocs3	2.255949893
Mogs	3.568525461
Morc1	5.01428345
Morc2a	3.21543689
Morc3	2.01920236
Morf4l1b	6.389386021
Mpg	4.420427204
Mphosph8	2.925484519
Mplkip	3.75397239
Mpp5	5.925438984
Mpp6	7.042186402
Mprip	6.76945549
Mpzl2	2.677047383
Mrm3	2.863019578
Mrpl1	5.227559514
Mrpl10	4.277770989
Mrpl11	5.947783939
Mrpl12	3.719196404
Mrpl14	3.706452437
Mrpl16	3.398230636
Mrpl2	5.307150435
Mrpl20	4.711573604
Mrpl21	6.923186685
Mrpl22	5.208358259
Mrpl23	9.885162956
Mrpl24	7.449872312
Mrpl27	2.786781685
Mrpl28	5.652745607
Mrpl3	5.137964385
Mrpl30	5.495403433
Mrpl33	7.301774683
Mrpl34	5.910718738
Mrpl36	4.824760623
Mrpl4	6.620931011
Mrpl44	3.059768387
Mrpl45	4.092865024
Mrpl51	5.933510641
Mrpl52	9.947192379
Mrpl53	4.329078728
Mrpl55	5.875496192
Mrpl57	4.810345518
Mrpl58	4.284671764
Mrps10	5.263277439
Mrps14	9.612240655
Mrps14	5.27084041
Mrps17	5.326367175
Mrps18a	2.672972946
Mrps2	2.170968628
Mrps2	2.467816181
Mrps23	2.597782307
Mrps26	3.945830311
Mrps31	3.814139351
Mrps34	3.65674234
Mrps35	4.980223374
Mrps5	7.544869835
Mrps6	4.994516028
Mrps7	3.939030102
Mrps9	2.880541378
Mrrf	5.103610018
Msantd2	2.449923109
Msantd3	3.084178717
Msantd4	2.327320808
Msh2	5.381960905
Msh6	3.819812522
Msl2	2.64586521
Msn	7.360505858
Msrb2	4.12307542
Mt1	4.584624721
Mt2	5.83995783
Mta1	5.185353906
Mta2	3.371319901
Mta3	4.393527956
Mtap	5.000764516
Mtap	3.170537254
Mtch2	8.190336434
Mtdh	3.571931343
Mtdh	3.98489184
Mtf1	2.135154285
Mtf2	2.976310133
Mtf2	0.966568179
Mtf2	2.634994977
Mtfmt	2.478174099
Mtfr1	3.529288078
Mtfr1	3.274235308
Mtg2	2.481360334
Mthfd1	6.955696135
Mthfd1l	3.817896322
Mtmr12	2.445517719
Mtmr14	5.918049928
Mtmr2	4.835025356
Mtmr4	1.832879176
Mtmr4	1.700764859
Mtmr6	2.539786842
Mto1	4.246230795
Mtor	3.342030648
Mtpap	3.280182169
Mtrf1	2.014150677
Mtx2	5.573493229
Mul1	2.091300441
Mul1	1.030099095
Mutyh	2.992104266
Mvk	1.649970208
Mxi1	2.350257761
Myadm	4.552392841
Mybbp1a	5.243750018
Mybl2	4.08687872
Mybl2	2.260702146
Myc	0.943885184
Mycbp	5.957187668
Mycl	2.088528896
Myg1	2.697967861
Myh10	4.823787405
Mylpf	13.39204745
Myo10	2.168530199
Myo18a	2.444624497
Myo1c	4.095734286
Naa15	3.550313895
Naa20	2.709376107
Naa25	2.448719425
Naa25	2.797561759
Naa30	2.905945895
Naa35	3.96138405
Naa38	8.368180664
Naa50	3.512156555
Naa50	4.947263051
Naa60	4.207392441
Naca	8.564082467
Nadk	4.954254455
Nadk2	4.644011896
Naf1	3.170023772
Nampt	5.305363982
Nanog	2.924142559
Nans	4.942736146
Nap1l1	7.18240174
Nap1l1	4.984902116
Napa	4.896677201
Napg	2.221008876
Narfl	4.360533404
Nbr1	4.389905997
Ncapd3	4.438416615
Ncapg	1.926443304
Ncaph2	5.477925103
Ncaph2	3.960632977
Ncbp1	6.468076133
Ncbp2	4.984769715
Ncbp2	5.248042808
Ncbp3	2.846322306
Nckipsd	2.054733016
Ncoa3	2.2443316
Ndc1	2.775734144
Nde1	3.539784362
Ndfip1	4.967902586
Ndn	5.795844262
Ndufa11	10.61725752
Ndufa12	7.296627646
Ndufa3	9.221385372
Ndufa7	14.59233581
Ndufaf4	3.410653349
Ndufaf4	2.622275121
Ndufaf8	6.055981308
Ndufb3	10.50758027
Ndufb5	11.26011611
Ndufb7	14.6261815
Ndufb9	9.16526763
Ndufc2	9.016785393
Ndufs7	6.955550935
Ndufv3	10.10024684
Necap1	3.152763032
Nectin1	3.232665642
Nedd4	5.960309133
Nefl	5.282659546
Nek2	3.354966115
Nelfcd	5.00477372
Nelfe	5.472820946
Nemp1	2.415710812
Nepro	1.606003928
Neurl1a	2.919013028
Neurl4	2.653800988
Nfatc3	2.270467459
Nfatc4	1.71656238
Nfrkb	1.661832714
Nfu1	6.719466553
Nfx1	2.542321967
Nfx1	1.489390462
Ngdn	4.514661026
Ngrn	2.491665031
Nhp2	6.341551445
Nid2	4.47299037
Nif3l1	4.525587093
Nif3l1	2.644605402
Nifk	2.967926561
Nip7	2.760999646
Nipsnap1	6.653488039
Nipsnap3b	6.894212735
Nkap	3.391089011
Nkiras2	2.917628895
Nmd3	3.33312861
Nme3	4.094674893
Nme6	3.083387808
Nme7	5.585009468
Nmrk1	2.100334371
Nmt1	5.391524951
Nmt1	2.634972361
Nmt2	5.258792566
Noc2l	5.095324186
Noct	2.230521458
Nodal	2.06266743
Nol10	3.86512564
Nol12	1.714963368
Nol7	6.27879266
Nol9	2.9709316
Nolc1	4.910776919
Nolc1	3.357817205
Nom1	2.864894231
Nomo1	7.230364187
Nono	5.249657598
Nop10	8.789727988
Nop2	1.989807543
Nop56	3.670487713
Nop58	4.530438596
Nop9	3.651892816
Nosip	2.15908543
Nosip	4.540439836
Nprl2	5.133365285
Nptn	2.689242231
Nr0b1	4.59069847
Nr2c2	1.396247643
Nr2c2ap	3.013528115
Nr4a1	1.630447153
Nras	4.197130422
Nrbp1	4.680881756
Nrf1	1.583517903
Nrm	3.957828883
Nsd1	2.460700779
Nsd1	2.469904327
Nsdhl	3.50785743
Nsfl1c	5.081787604
Nsmce2	6.079313807
Nsun2	5.15408981
Nsun5	3.931293128
Nt5dc2	7.768664341
Nthl1	7.502437349
Ntpcr	4.365723316
Nub1	2.865251776
Nub1	2.886197549
Nubp1	4.248484607
Nucks1	6.074780042
Nucks1	4.393782095
Nudcd2	5.947805498
Nudt1	5.5345849
Nudt11	3.252842221
Nudt16l1	3.652771844
Nudt5	6.444928272
Nudt9	3.046980118
Nufip1	3.547224878
Nufip2	2.207737466
Nufip2	2.306875189
Numa1	3.587150444
Numbl	4.650556437
Nup155	4.492441913
Nup155	2.803285476
Nup160	2.381827965
Nup188	4.92360651
Nup205	7.919247662
Nup214	3.833873963
Nup214	2.981269792
Nup35	2.555785152
Nup37	3.72736948
Nup43	3.982610056
Nup50	2.587945437
Nup50	4.055546754
Nup50	2.613994768
Nup62	2.040625948
Nup85	4.994808216
Nup93	5.460236681
Nupl2	1.142644329
Nus1	4.602477727
Nus1	3.917463357
Nusap1	2.937143967
Nxf1	4.158739184
Nxt1	1.869478968
Nxt2	4.546083942
Nynrin	3.403303066
Oard1	4.178899431
Oaz1	9.734062193
Oaz2	4.06026911
Ociad1	3.997323861
Ocrl	5.354408548
Odc1	4.842995708
Odc1	5.509193216
Odf2	3.64482018
Ogdh	5.000595912
Ogfod2	2.50074424
Ogfr	2.724088302
Ogg1	3.116421065
Ogt	3.099408873
Olfr1388	3.517863908
Oma1	3.859977907
Opa1	2.734326985
Orai1	2.322448626
Orc1	2.113948831
Orc6	3.981346714
Ormdl1	3.488890978
Osbpl10	1.966466444
Osbpl11	1.659368285
Osbpl2	2.096061784
Osbpl7	2.408675961
Ostm1	4.089625829
Otud1	1.980272184
Otud4	3.35443269
Otud5	4.900080715
Otud5	3.8941568
Otud7b	2.906268124
Oxa1l	6.885658166
Oxct1	3.670552594
Oxnad1	3.148161224
P3h1	4.622520002
Pabpn1	7.118868334
Pacsin3	3.284356635
Paf1	3.935505304
Pafah2	4.749522916
Paics	7.155069419
Paip1	3.925199842
Paip2	9.4805828
Paip2	3.833568018
Pak1ip1	4.082447664
Pakap	3.189663848
Palm3	2.21286287
Pan3	3.929332136
Pank2	4.426472282
Pank3	1.627732683
Paox	3.793343718
Papd5	2.061126302
Papola	3.697224663
Pard3	5.618787409
Pard3	2.418440834
Pard6b	0.867263695
Parg	3.824832199
Parp1	8.625680003
Parp1	8.639949442
Parp11	2.523321587
Parp2	4.30828851
Parvb	5.496747246
Patz1	2.671367693
Pbdc1	9.287575293
Pbk	2.669536272
Pbrm1	3.099403721
Pbx2	4.261854327
Pbx2	3.814260507
Pcbp2	7.106985864
Pcbp2	7.51516267
Pcbp4	5.564577479
Pcdhga1	5.884086465
Pcdhga10	5.884086465
Pcdhga11	5.884086465
Pcdhga12	5.884086465
Pcdhga2	5.884086465
Pcdhga3	5.884086465
Pcdhga4	5.884086465
Pcdhga5	5.884086465
Pcdhga6	5.884086465
Pcdhga7	5.884086465
Pcdhga8	5.884086465
Pcdhga9	5.843411901
Pcdhgb1	5.884086465
Pcdhgb2	5.884086465
Pcdhgb4	5.884086465
Pcdhgb5	5.884086465
Pcdhgb6	5.884086465
Pcdhgb7	5.884086465
Pcdhgb8	5.884086465
Pcdhgc3	5.884086465
Pcdhgc4	5.884086465
Pcdhgc5	5.884086465
Pced1b	2.282690892
Pcgf3	3.207487436
Pcgf3	3.100686562
Pcif1	4.167220743
Pclaf	5.564250104
Pcmtd1	3.594416814
Pcolce2	4.344559986
Pcsk6	6.961370488
Pcyt1a	2.187321723
Pcyt1b	2.649900321
Pdcd11	3.089212335
Pdcd11	4.785613508
Pdcd7	1.903118195
Pde8a	2.775728403
Pdia3	10.36113037
Pdia6	7.415820036
Pdk1	3.220208244
Pdpr	2.479602335
Pdss2	4.182735863
Pdxp	2.452774957
Pef1	2.7723058
Peli1	2.779741974
Peli1	1.982323703
Pepd	4.845955748
Perp	5.87892436
Pes1	4.766650587
Pex11b	3.002918632
Pex19	3.681237871
Pfdn2	4.284694733
Pfdn4	4.377863993
Pfdn5	8.896720462
Pgam1	8.092627624
Pgap2	6.748842314
Pgls	8.950233986
Pgm2	7.238739673
Pgp	3.420842765
Pgp	2.408249518
Pgrmc1	4.345235203
Pgs1	3.692047365
Phax	2.634194712
Phax	3.037467778
Phb	9.009725631
Phb	4.917656022
Phb2	6.214919284
Phc2	4.471946096
Phf12	2.923726355
Phf20	1.674903082
Phf23	1.889233621
Phf6	4.186127214
Phf8	4.066856604
Phka2	4.788911465
Phlda1	1.082227418
Phlda3	2.43144007
Phospho2	2.936271442
Phrf1	2.014978378
Pi4k2a	3.267601543
Pianp	6.36226887
Pias2	4.42984216
Pias2	2.631465953
Pias2	3.419245799
Pias2	3.429738663
Pias3	2.263804791
Picalm	3.971557084
Pick1	2.547448315
Pif1	3.543418158
Piga	2.812046057
Pigc	1.200898218
Pigs	3.881106964
Pigt	12.98624732
Pigyl	4.108056038
Pih1d1	6.100648635
Pik3r4	3.021224454
Pim1	1.762742994
Pim1	1.964893421
Pim2	3.980446206
Pim3	1.674366941
Pin1	5.204144423
Pin4	6.618436205
Pinx1	4.324002774
Pip5k1c	1.392899624
Pir	6.318176609
Pitpna	3.785256755
Pitpnb	4.42615335
Pitpnb	2.850897726
Pitrm1	6.545687277
Pkd2	3.416347899
Pkig	6.030835492
Pkm	10.05286831
Pkmyt1	4.783793865
Pknox1	1.449523358
Pkp2	3.988546877
Pkp3	5.498317743
Pkp4	3.823533367
Pla2g15	1.02764111
Pla2g16	9.412087828
Platr17	4.936503942
Platr26	5.495489191
Plaur	3.194744919
Plcg1	2.777644124
Plekha1	2.803438635
Plekha3	3.045329869
Plekha4	6.902726752
Plekha8	4.549375443
Plekhb2	2.138244938
Plekhd1	2.263903251
Plekhg5	2.261704949
Plk1	3.428071086
Plk4	2.529314842
Plod2	4.453436298
Plod3	3.290709662
Plrg1	4.98949973
Pmaip1	2.472504494
Pmpca	4.98687431
Pmpcb	5.360586717
Pmvk	5.288750098
Pnisr	2.373240651
Pnkd	3.073505796
Pnkd	4.203599373
Pnn	1.915262379
Pnn	2.535045761
Pnp	5.222060379
Pnp2	3.58486374
Pnpla2	6.095855779
Pnpla6	4.303152959
Pnpt1	4.010964679
Pogz	2.483733663
Poldip2	4.181068038
Poldip2	4.133123744
Pole	2.779406518
Polr1a	5.428138935
Polr1b	2.691314008
Polr1d	5.029487722
Polr1d	4.407299195
Polr2b	4.624402345
Polr2c	5.098255365
Polr2d	3.919032993
Polr2f	8.785004447
Polr2h	4.199929524
Polr2i	6.714233109
Polr2j	6.000909464
Polr2k	6.59469643
Polr3b	5.978557608
Polr3e	3.009056077
Polr3f	1.681123242
Polr3k	3.884507592
Polr3k	5.542067953
Pomp	10.09978872
Pop1	4.260512784
Pop5	3.766757643
Por	3.246591416
Pou5f1	11.81652899
Ppa1	8.407730105
Ppa2	6.30186881
Ppan	1.825233408
Ppia	12.7099005
Ppid	6.850614741
Ppif	4.542513657
Ppig	3.777193052
Ppil4	3.211315935
Ppm1a	2.500840322
Ppm1a	2.12936775
Ppm1b	2.663433201
Ppm1b	2.318523417
Ppm1b	2.519998179
Ppm1d	3.052176574
Ppm1f	2.696985875
Ppp1ca	9.306688895
Ppp1cb	5.367619133
Ppp1cc	4.856187222
Ppp1r10	1.702065021
Ppp1r14b	7.746982165
Ppp1r15b	0.93952992
Ppp1r15b	2.259183644
Ppp1r16a	2.697470286
Ppp1r18	2.578282011
Ppp1r21	2.143696081
Ppp1r35	4.646227437
Ppp1r7	4.769140166
Ppp2ca	2.957952841
Ppp2ca	3.939079297
Ppp2cb	4.46403845
Ppp2r1a	6.379571851
Ppp2r1b	4.348668662
Ppp2r2d	3.436298644
Ppp2r2d	2.369056437
Ppp2r5c	9.496610883
Ppp2r5c	5.755918148
Ppp3r1	3.698572587
Ppp4r1	4.923123402
Ppp4r2	2.755959626
Ppp4r2	2.108590829
Pprc1	3.269173952
Ppt1	4.32689409
Pptc7	1.8962514
Pqlc1	2.99932741
Pramef8	2.004831843
Prc1	2.125870413
Prdm5	1.248485452
Prdx1	11.52544058
Prdx1	7.388598512
Prelid1	6.615803037
Prep	5.695007616
Prim1	4.751658063
Prkaa1	1.155593937
Prkaca	7.016083392
Prkar1a	5.398272201
Prkar1a	2.577091695
Prkar2a	5.773491063
Prkci	4.004035408
Prkcsh	5.515446688
Prmt3	4.450165751
Prmt7	6.010759956
Pros1	7.214146884
Prosc	4.169272255
Proser1	3.057762064
Prpf19	5.250809774
Prpf31	5.337715566
Prpf39	2.319295708
Prpf39	2.814127186
Prpf4	2.01379956
Prpf40b	4.560926713
Prpf4b	2.19724693
Prpf4b	1.510917339
Prpf6	5.666139808
Prpf8	5.083325585
Prps1	4.956150656
Prr13	2.173916388
Prr14	2.545773958
Prr5	2.12578881
Prrc1	1.952817904
Prrc2b	2.907853839
Psap	8.504508247
Psen1	1.993286228
Psma2	8.813620728
Psma3	9.773710942
Psma4	7.693943225
Psma5	6.274047505
Psma6	6.732001253
Psma8	6.391727127
Psmb2	13.34204259
Psmb3	9.547592443
Psmb6	8.648354726
Psmc1	7.631115561
Psmc2	4.396994413
Psmc3	5.930853077
Psmc5	4.755161384
Psmc6	4.48556731
Psmc6	4.928733067
Psmd11	4.160458587
Psmd11	5.225239581
Psmd12	4.930051964
Psmd13	5.95749396
Psmd14	6.681271963
Psmd14	5.325905927
Psmd2	7.674973077
Psmd3	5.735850369
Psmd9	6.005124103
Psme3	4.691221388
Psme4	5.0470873
Psmg2	3.854383471
Psmg4	11.47948765
Psrc1	3.170440865
Ptbp1	4.542964276
Ptdss1	3.579960504
Ptdss2	5.519449455
Pten	2.698762073
Ptges3	6.264463475
Ptges3	6.166871485
Ptma	7.48213396
Ptp4a2	4.743591037
Ptp4a3	4.643484182
Ptpa	6.148835308
Ptpn1	2.359532216
Ptpn14	3.028985031
Ptpra	2.031985484
Ptprk	5.107793536
Ptrh2	3.659561188
Ptrhd1	5.740781255
Pttg1ip	3.485270487
Pum1	2.106548277
Pum2	1.692027811
Pura	1.989218029
Pura	2.532553642
Pura	3.224241257
Pura	2.293084365
Pura	4.016033129
Pwp1	3.809086272
Pwp1	3.945688548
Pwwp2a	1.314626442
Pxn	4.282130138
Pycr2	3.935646389
Pygb	4.219574602
Pygo2	2.457871155
Qars	4.661760388
Qrich1	3.621089944
Qtrt1	4.109744223
R3hcc1l	1.532439577
R3hdm1	2.822538066
R3hdm2	5.065959061
Rab18	4.226104677
Rab1a	4.913484372
Rab22a	1.769246686
Rab26os	0.735054952
Rab2a	6.379358939
Rab2a	3.993410406
Rab34	5.234582489
Rab35	2.154812146
Rab3gap1	2.699144571
Rab4a	4.42772928
Rab5a	3.356666447
Rab6a	3.14574614
Rab8a	5.293276811
Rab8a	4.723833826
Rabep1	2.392172656
Rabep2	1.791239803
Rabgap1	2.695404821
Rabif	2.111491831
Rack1	13.67466805
Rad1	2.123931979
Rad23b	4.699315648
Rad23b	4.428216769
Rad23b	5.413527866
Rad23b	2.403105038
Rad51	3.196572679
Rad51	3.414851216
Rae1	3.399939082
Ralgapb	2.466097995
Raly	4.533957159
Ran	7.027066052
Ran	4.358826852
Ranbp2	5.967567315
Ranbp3	2.552878166
Rap2b	3.118079464
Rapgef1	3.090431842
Rara	1.708394928
Rasa4	0.787826911
Rasgrp2	6.348793895
Rasip1	4.728237594
Rassf1	1.247898899
Rassf7	2.927920372
Rbbp5	2.734929367
Rbbp6	2.050873803
Rbbp7	4.821856416
Rbm10	2.961045887
Rbm19	4.872720652
Rbm22	3.487344838
Rbm25	2.987604323
Rbm27	4.699775408
Rbm27	2.374973677
Rbm33	3.545820081
Rbm38	3.168029327
